date,crop_name,market,price
2020-07-01,Sheep (Local Quality),Jinka,1840.0
2020-07-01,Sheep (Local Quality),Gambella,1710.0
2020-07-01,Sheep (Local Quality),Gode,1720.0
2020-07-01,Diesel,"Nazareth, Adama",18.63
2020-07-01,Refined sugar,Yabelo,43.2
2020-07-01,Horse beans,Shire,37.06
2020-07-01,Refined Vegetable Oil,Warder,61.0
2020-07-01,Gasoline,Bahir Dar,21.54
2020-07-01,Refined Vegetable Oil,Gode,50.8
2020-07-01,Firewood,"Addis Ababa, Merkato",3.28
2020-07-01,Horse beans,Chereti,65.0
2020-07-01,Refined Vegetable Oil,Sekota,100.0
2020-07-01,Maize Grain (White),Sekota,13.1
2020-07-01,Rice (Milled),Gambella,34.8
2020-07-01,"Casual Labor (unskilled, daily, without food)",Yabelo,120.0
2020-07-01,Sorghum (Red),Jinka,10.0
2020-07-08,Refined sugar,Beddenno,32.8
2020-07-08,"Casual Labor (unskilled, daily, without food)",Chereti,250.0
2020-07-08,Sheep (Local Quality),Gode,1620.0
2020-07-08,Mixed Teff,Sikela,45.0
2020-07-08,Sheep (Local Quality),Chereti,1000.0
2020-07-08,Goats (Local Quality),"Addis Ababa, Merkato",3050.0
2020-07-08,Goats (Local Quality),Yabelo,3060.0
2020-07-08,Refined sugar,"Nazareth, Adama",38.2
2020-07-08,Gasoline,Dessie,21.09
2020-07-08,Sorghum (Yellow),"Addis Ababa, Merkato",27.8
2020-07-08,Goats (Local Quality),Mekele,3040.0
2020-07-08,Horse beans,"Dire Dawa, Kezira",40.0
2020-07-08,Refined Vegetable Oil,Degehabour,55.0
2020-07-08,Goats (Local Quality),Gode,1760.0
2020-07-08,Maize Grain (White),"Nazareth, Adama",13.4
2020-07-08,Sheep (Local Quality),"Dire Dawa, Kezira",2580.0
2020-07-08,Diesel,Sikela,19.5
2020-07-08,Rice (Milled),Degehabour,33.2
2020-07-08,Goats (Local Quality),Chereti,2100.0
2020-07-08,Sorghum (White),Yabelo,16.58
2020-07-08,Gasoline,Mekele,21.27
2020-07-08,Goats (Local Quality),Sodo,3040.0
2020-07-08,Gasoline,Gode,29.4
2020-07-08,Refined Vegetable Oil,Beddenno,80.2
2020-07-08,Beans (Haricot),"Addis Ababa, Merkato",53.0
2020-07-08,Beans (Haricot),Beddenno,26.0
2020-07-08,Mixed Teff,Nekemte,34.6
2020-07-08,Goats (Local Quality),Beddenno,2470.0
2020-07-08,Refined Vegetable Oil,Shire,90.0
2020-07-08,Refined sugar,Sikela,45.0
2020-07-08,Rice (Milled),Chereti,40.0
2020-07-08,Wheat Grain,Nekemte,18.0
2020-07-08,Sorghum (Red),"Addis Ababa, Merkato",25.4
2020-07-08,Mixed Teff,Mekele,38.5
2020-07-08,Mixed Teff,Shire,38.494
2020-07-08,Beans (Haricot),Jinka,20.6
2020-07-08,Rice (Milled),Bahir Dar,30.0
2020-07-08,Wheat Flour,"Addis Ababa, Merkato",27.0
2020-07-08,Wheat Grain,Bahir Dar,25.554
2020-07-08,Goats (Local Quality),Sikela,3680.0
2020-07-08,Sorghum (Red),Nekemte,10.0
2020-07-08,Diesel,Shire,18.87
2020-07-08,Gasoline,Shire,21.65
2020-07-08,Wheat Grain,"Dire Dawa, Kezira",25.0
2020-07-08,Horse beans,Bahir Dar,38.644
2020-07-08,Refined Vegetable Oil,Chereti,50.0
2020-07-08,Horse beans,Chereti,65.0
2020-07-08,Maize Grain (White),Chereti,35.0
2020-07-08,Sorghum (Red),Sekota,14.5
2020-07-08,Sorghum (White),Dessie,15.8
2020-07-08,Camels (Local Quality),Chereti,21000.0
2020-07-08,"Casual Labor (unskilled, daily, without food)","Nazareth, Adama",150.0
2020-07-08,Refined Vegetable Oil,Gode,52.8
2020-07-08,Horse beans,Mekele,40.6
2020-07-08,Maize Grain (White),Gode,19.6
2020-07-08,Maize Grain (White),Beddenno,12.6
2020-07-08,Wheat Flour,Degehabour,24.8
2020-07-08,"Casual Labor (unskilled, daily, without food)",Bahir Dar,128.0
2020-07-08,Sorghum (White),Warder,40.0
2020-07-08,Refined Vegetable Oil,Sekota,100.0
2020-07-08,Rice (Milled),"Nazareth, Adama",27.32
2020-07-08,Maize Grain (White),"Dire Dawa, Kezira",14.6
2020-07-08,Beans (Haricot),"Dire Dawa, Kezira",25.0
2020-07-08,Wheat Grain,"Addis Ababa, Merkato",28.8
2020-07-08,Gasoline,Sodo,21.82
2020-07-08,Refined Vegetable Oil,Yabelo,70.0
2020-07-08,Firewood,Sekota,10.0
2020-07-08,Refined sugar,Gode,42.6
2020-07-08,"Casual Labor (unskilled, daily, without food)",Sikela,92.0
2020-07-08,Sorghum (Red),Gode,30.4
2020-07-08,Gasoline,Sekota,18.86
2020-07-08,Wheat Grain,Sodo,24.1
2020-07-08,Diesel,"Nazareth, Adama",18.63
2020-07-08,Horse beans,Nekemte,31.0
2020-07-08,Sheep (Local Quality),Shire,2330.0
2020-07-08,Firewood,Warder,21.0
2020-07-08,Oxen (Local Quality),Gode,13000.0
2020-07-08,Beans (Haricot),Warder,82.0
2020-07-08,Horse beans,Dessie,29.7
2020-07-08,Refined Vegetable Oil,"Nazareth, Adama",85.8
2020-07-08,Diesel,Jinka,19.49
2020-07-08,Sorghum (White),"Dire Dawa, Kezira",24.2
2020-07-08,Firewood,"Addis Ababa, Merkato",3.32
2020-07-08,Horse beans,"Nazareth, Adama",35.0
2020-07-08,Refined sugar,Shire,55.0
2020-07-08,Horse beans,Sodo,34.8
2020-07-08,Firewood,Sodo,6.8
2020-07-08,"Casual Labor (unskilled, daily, without food)",Jinka,90.0
2020-07-08,Refined sugar,Chereti,40.0
2020-07-08,Gasoline,Warder,47.0
2020-07-08,"Casual Labor (unskilled, daily, without food)","Addis Ababa, Merkato",150.0
2020-07-08,Beans (Haricot),Sikela,26.2
2020-07-08,Goats (Local Quality),Nekemte,2270.0
2020-07-08,Gasoline,Jinka,22.27
2020-07-08,Horse beans,"Addis Ababa, Merkato",48.0
2020-07-08,Wheat Grain,Degehabour,19.6
2020-07-08,Wheat Flour,Warder,30.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Shire,168.0
2020-07-08,Rice (Milled),Gode,41.4
2020-07-08,Rice (Milled),Sodo,30.4
2020-07-08,Sorghum (Yellow),Warder,42.0
2020-07-08,Maize Grain (White),Mekele,12.7
2020-07-08,Gasoline,Sikela,25.0
2020-07-08,Firewood,Yabelo,1.682
2020-07-08,Horse beans,Beddenno,32.6
2020-07-08,Horse beans,Sikela,45.0
2020-07-08,Sheep (Local Quality),Degehabour,1430.0
2020-07-08,Sorghum (Red),Degehabour,13.6
2020-07-08,Maize Grain (White),Bahir Dar,12.278
2020-07-08,Maize Grain (White),Sikela,12.6
2020-07-08,Wheat Flour,"Dire Dawa, Kezira",30.0
2020-07-08,Oxen (Local Quality),Shire,13200.0
2020-07-08,Rice (Milled),Sekota,30.0
2020-07-08,Horse beans,Gode,14.8
2020-07-08,Sheep (Local Quality),Sodo,3300.0
2020-07-08,Sheep (Local Quality),Sekota,1730.0
2020-07-08,Sorghum (Red),"Dire Dawa, Kezira",15.2
2020-07-08,Oxen (Local Quality),Chereti,15000.0
2020-07-08,Firewood,Jinka,2.92
2020-07-08,"Casual Labor (unskilled, daily, without food)",Mekele,250.0
2020-07-08,Oxen (Local Quality),Beddenno,11700.0
2020-07-08,Sorghum (Yellow),Sekota,21.1
2020-07-08,Wheat Grain,Chereti,40.0
2020-07-08,Refined Vegetable Oil,Warder,61.2
2020-07-08,Diesel,Nekemte,19.13
2020-07-08,Gasoline,Yabelo,22.05
2020-07-08,Rice (Milled),Nekemte,32.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Yabelo,120.0
2020-07-08,Wheat Grain,Sekota,17.2
2020-07-08,Sheep (Local Quality),Gambella,1700.0
2020-07-08,Diesel,Sekota,18.86
2020-07-08,Firewood,Beddenno,10.6
2020-07-08,Oxen (Local Quality),Yabelo,13600.0
2020-07-08,Firewood,Chereti,20.0
2020-07-08,Maize Grain (White),Yabelo,13.302
2020-07-08,Camels (Local Quality),Degehabour,13900.0
2020-07-08,Gasoline,Gambella,35.4
2020-07-08,Diesel,"Dire Dawa, Kezira",18.08
2020-07-08,Sorghum (Red),Sodo,14.6
2020-07-08,Gasoline,"Nazareth, Adama",21.4
2020-07-08,Gasoline,"Addis Ababa, Merkato",21.5
2020-07-08,Rice (Milled),Gambella,35.0
2020-07-08,Sheep (Local Quality),Bahir Dar,2820.0
2020-07-08,Maize Grain (White),Sekota,13.1
2020-07-08,Sorghum (Red),Sikela,18.0
2020-07-08,Sorghum (Yellow),"Nazareth, Adama",20.0
2020-07-08,Sorghum (Red),Gambella,10.6
2020-07-08,Refined Vegetable Oil,Bahir Dar,87.468
2020-07-08,Beans (Haricot),Sodo,16.0
2020-07-08,Firewood,Bahir Dar,2.51
2020-07-08,Mixed Teff,Jinka,36.12
2020-07-08,Goats (Local Quality),Shire,2340.0
2020-07-08,Wheat Grain,Warder,60.0
2020-07-08,Sheep (Local Quality),Dessie,2340.0
2020-07-08,Wheat Grain,Yabelo,18.69
2020-07-08,Mixed Teff,Sodo,37.7
2020-07-08,Refined sugar,"Dire Dawa, Kezira",33.8
2020-07-08,Sorghum (White),"Addis Ababa, Merkato",26.8
2020-07-08,Gasoline,Bahir Dar,21.54
2020-07-08,"Casual Labor (unskilled, daily, without food)",Beddenno,200.0
2020-07-08,Beans (Haricot),"Nazareth, Adama",23.0
2020-07-08,Sorghum (White),Bahir Dar,19.0
2020-07-08,Firewood,Gambella,10.0
2020-07-08,Sorghum (White),Mekele,21.66666667
2020-07-08,Sheep (Local Quality),Yabelo,1360.0
2020-07-08,Camels (Local Quality),Yabelo,11600.0
2020-07-08,Gasoline,Beddenno,30.0
2020-07-08,Beans (Haricot),Bahir Dar,36.904
2020-07-08,Oxen (Local Quality),Jinka,11200.0
2020-07-08,Wheat Grain,Dessie,18.7
2020-07-08,Wheat Flour,Gode,26.0
2020-07-08,Sorghum (Red),Jinka,9.7
2020-07-08,Sorghum (White),Sikela,20.0
2020-07-08,Sorghum (White),Shire,22.332
2020-07-08,Horse beans,Shire,37.06
2020-07-08,Sheep (Local Quality),Beddenno,2370.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Nekemte,100.0
2020-07-08,Mixed Teff,Yabelo,37.11
2020-07-08,Diesel,Dessie,18.31
2020-07-08,Mixed Teff,Gambella,45.0
2020-07-08,Wheat Grain,"Nazareth, Adama",21.0
2020-07-08,Rice (Milled),Warder,30.0
2020-07-08,Horse beans,Gambella,45.0
2020-07-08,Refined Vegetable Oil,"Addis Ababa, Merkato",83.0
2020-07-08,Refined Vegetable Oil,Dessie,81.2
2020-07-08,Mixed Teff,Bahir Dar,36.736
2020-07-08,Refined sugar,Warder,31.4
2020-07-08,Refined sugar,Sodo,33.6
2020-07-08,Maize Grain (White),Nekemte,11.0
2020-07-08,Wheat Grain,Sikela,34.0
2020-07-08,Diesel,Degehabour,20.5
2020-07-08,Sorghum (Yellow),Sikela,18.0
2020-07-08,Refined sugar,"Addis Ababa, Merkato",40.0
2020-07-08,Gasoline,Degehabour,25.0
2020-07-08,Firewood,Sikela,5.4
2020-07-08,Rice (Milled),Jinka,27.6
2020-07-08,Sorghum (Yellow),Degehabour,12.4
2020-07-08,Refined Vegetable Oil,Gambella,92.0
2020-07-08,Mixed Teff,"Addis Ababa, Merkato",38.2
2020-07-08,Sorghum (Red),Beddenno,17.4
2020-07-08,Sorghum (Yellow),Mekele,18.6
2020-07-08,Wheat Flour,Yabelo,27.6
2020-07-08,Refined Vegetable Oil,Nekemte,100.0
2020-07-08,Refined sugar,Gambella,50.0
2020-07-08,Horse beans,Sekota,30.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Degehabour,250.0
2020-07-08,Diesel,Yabelo,19.27
2020-07-08,Goats (Local Quality),Dessie,2660.0
2020-07-08,"Casual Labor (unskilled, daily, without food)","Dire Dawa, Kezira",150.0
2020-07-08,Sorghum (White),Nekemte,12.0
2020-07-08,Oxen (Local Quality),Gambella,5000.0
2020-07-08,Goats (Local Quality),Gambella,1430.0
2020-07-08,Refined Vegetable Oil,Jinka,99.0
2020-07-08,Oxen (Local Quality),"Dire Dawa, Kezira",26000.0
2020-07-08,Rice (Milled),Dessie,24.2
2020-07-08,Mixed Teff,Warder,100.0
2020-07-08,Oxen (Local Quality),Sodo,16900.0
2020-07-08,Oxen (Local Quality),Dessie,19400.0
2020-07-08,Mixed Teff,Dessie,37.8
2020-07-08,Mixed Teff,Beddenno,38.6
2020-07-08,Firewood,"Nazareth, Adama",5.0
2020-07-08,Beans (Haricot),Yabelo,25.424
2020-07-08,Mixed Teff,"Nazareth, Adama",37.9
2020-07-08,Beans (Haricot),Dessie,16.9
2020-07-08,Gasoline,Nekemte,21.91
2020-07-08,Gasoline,Chereti,30.0
2020-07-08,Oxen (Local Quality),"Addis Ababa, Merkato",15400.0
2020-07-08,Rice (Milled),Yabelo,30.0
2020-07-08,Wheat Flour,Bahir Dar,29.4
2020-07-08,Sorghum (Red),Dessie,14.3
2020-07-08,Sorghum (Red),Warder,42.0
2020-07-08,Goats (Local Quality),"Dire Dawa, Kezira",2800.0
2020-07-08,Refined sugar,Mekele,48.0
2020-07-08,Sorghum (Yellow),Dessie,18.3
2020-07-08,Sorghum (Red),"Nazareth, Adama",15.4
2020-07-08,Camels (Local Quality),"Dire Dawa, Kezira",17000.0
2020-07-08,Sorghum (White),Degehabour,19.2
2020-07-08,Diesel,Chereti,25.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Gambella,100.0
2020-07-08,Oxen (Local Quality),Sekota,12800.0
2020-07-08,Refined Vegetable Oil,Mekele,98.0
2020-07-08,Diesel,Gode,22.0
2020-07-08,Beans (Haricot),Shire,25.32
2020-07-08,Wheat Grain,Shire,25.69
2020-07-08,Sorghum (Red),Shire,21.208
2020-07-08,Refined sugar,Degehabour,30.8
2020-07-08,Diesel,Bahir Dar,18.76
2020-07-08,Rice (Milled),"Dire Dawa, Kezira",29.2
2020-07-08,Wheat Grain,Jinka,22.98
2020-07-08,Diesel,Sodo,19.4
2020-07-08,Goats (Local Quality),Jinka,1960.0
2020-07-08,Oxen (Local Quality),Bahir Dar,17000.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Sekota,150.0
2020-07-08,Maize Grain (White),"Addis Ababa, Merkato",15.0
2020-07-08,Sorghum (White),Gode,13.8
2020-07-08,Beans (Haricot),Chereti,40.0
2020-07-08,Oxen (Local Quality),Degehabour,12100.0
2020-07-08,Refined sugar,Dessie,44.1
2020-07-08,Diesel,"Addis Ababa, Merkato",18.7
2020-07-08,Sorghum (Red),Chereti,35.0
2020-07-08,Firewood,Gode,5.0
2020-07-08,Beans (Haricot),Gambella,30.0
2020-07-08,Maize Grain (White),Sodo,11.5
2020-07-08,Maize Grain (White),Dessie,11.2
2020-07-08,Maize Grain (White),Gambella,10.4
2020-07-08,Oxen (Local Quality),Mekele,10760.0
2020-07-08,Horse beans,Jinka,22.72
2020-07-08,"Casual Labor (unskilled, daily, without food)",Gode,200.0
2020-07-08,Sheep (Local Quality),Jinka,1940.0
2020-07-08,Oxen (Local Quality),Nekemte,12600.0
2020-07-08,Goats (Local Quality),Bahir Dar,2880.0
2020-07-08,Firewood,Dessie,9.2
2020-07-08,Beans (Haricot),Gode,57.2
2020-07-08,Sheep (Local Quality),Nekemte,2380.0
2020-07-08,Sheep (Local Quality),Mekele,3320.0
2020-07-08,Diesel,Mekele,18.49
2020-07-08,Firewood,Nekemte,2.96
2020-07-08,Gasoline,"Dire Dawa, Kezira",20.86
2020-07-08,Refined Vegetable Oil,Sodo,89.0
2020-07-08,Sorghum (White),"Nazareth, Adama",20.0
2020-07-08,Wheat Flour,Shire,30.0
2020-07-08,Mixed Teff,Sekota,40.0
2020-07-08,Wheat Grain,Gambella,15.6
2020-07-08,Sorghum (Red),Yabelo,14.53
2020-07-08,Goats (Local Quality),Warder,1950.0
2020-07-08,Firewood,Shire,3.05
2020-07-08,Camels (Local Quality),Warder,19320.0
2020-07-08,Refined sugar,Nekemte,50.0
2020-07-08,Diesel,Warder,24.8
2020-07-08,Goats (Local Quality),Degehabour,1510.0
2020-07-08,Sheep (Local Quality),Sikela,3160.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Dessie,154.0
2020-07-08,Wheat Grain,Gode,29.6
2020-07-08,Refined sugar,Yabelo,41.0
2020-07-08,Sorghum (White),Sekota,16.8
2020-07-08,Maize Grain (White),Degehabour,16.0
2020-07-08,Refined Vegetable Oil,Sikela,103.0
2020-07-08,Rice (Milled),Beddenno,29.6
2020-07-08,Sorghum (White),Chereti,30.0
2020-07-08,Diesel,Beddenno,29.2
2020-07-08,Mixed Teff,"Dire Dawa, Kezira",38.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Sodo,150.0
2020-07-08,"Casual Labor (unskilled, daily, without food)",Warder,132.0
2020-07-08,Refined Vegetable Oil,"Dire Dawa, Kezira",65.0
2020-07-08,Sorghum (White),Jinka,20.0
2020-07-08,Sheep (Local Quality),"Addis Ababa, Merkato",2480.0
2020-07-08,Wheat Grain,Beddenno,20.0
2020-07-08,Camels (Local Quality),Gode,15900.0
2020-07-08,Goats (Local Quality),Sekota,1674.0
2020-07-08,Maize Grain (White),Shire,14.178
2020-07-08,Maize Grain (White),Jinka,9.1
2020-07-08,Firewood,Degehabour,5.56
2020-07-08,Sheep (Local Quality),Warder,1864.0
2020-07-08,Rice (Milled),Sikela,32.0
2020-07-08,Diesel,Gambella,33.6
2020-07-08,Rice (Milled),"Addis Ababa, Merkato",30.0
2020-07-08,Wheat Flour,Chereti,35.0
2020-07-08,Wheat Grain,Mekele,23.2
2020-07-15,Gasoline,Shire,21.65
2020-07-15,Sorghum (Yellow),Degehabour,12.8
2020-07-15,Sheep (Local Quality),Shire,2270.0
2020-07-15,Beans (Haricot),Bahir Dar,36.91
2020-07-15,Wheat Grain,"Addis Ababa, Merkato",27.4
2020-07-15,Wheat Grain,Warder,60.0
2020-07-15,Diesel,Mekele,18.49
2020-07-15,Mixed Teff,"Dire Dawa, Kezira",38.4
2020-07-15,Sorghum (Red),"Addis Ababa, Merkato",25.0
2020-07-15,Diesel,Chereti,25.0
2020-07-15,Firewood,"Addis Ababa, Merkato",3.28
2020-07-15,"Casual Labor (unskilled, daily, without food)","Addis Ababa, Merkato",160.0
2020-07-15,Wheat Grain,Gode,30.0
2020-07-15,Beans (Haricot),Jinka,20.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Sekota,150.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Chereti,200.0
2020-07-15,Rice (Milled),Nekemte,36.0
2020-07-15,Camels (Local Quality),Yabelo,12000.0
2020-07-15,Sheep (Local Quality),Yabelo,1640.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Beddenno,200.0
2020-07-15,Mixed Teff,Sodo,37.6
2020-07-15,Mixed Teff,Jinka,36.36
2020-07-15,Refined Vegetable Oil,Bahir Dar,91.068
2020-07-15,Firewood,"Nazareth, Adama",4.9
2020-07-15,Diesel,Sekota,18.86
2020-07-15,Refined sugar,Nekemte,50.0
2020-07-15,Wheat Flour,Shire,30.0
2020-07-15,Gasoline,"Dire Dawa, Kezira",20.86
2020-07-15,Refined Vegetable Oil,Sodo,89.0
2020-07-15,Sorghum (Yellow),Beddenno,18.6
2020-07-15,"Casual Labor (unskilled, daily, without food)",Dessie,156.0
2020-07-15,Firewood,Dessie,9.3
2020-07-15,Maize Grain (White),Jinka,9.06
2020-07-15,Wheat Grain,Beddenno,20.4
2020-07-15,Sorghum (White),Sekota,17.8
2020-07-15,Gasoline,"Nazareth, Adama",21.4
2020-07-15,Diesel,"Dire Dawa, Kezira",18.08
2020-07-15,Oxen (Local Quality),Jinka,13600.0
2020-07-15,Sheep (Local Quality),Jinka,1990.0
2020-07-15,Camels (Local Quality),Warder,20140.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Yabelo,124.0
2020-07-15,Firewood,Shire,3.05
2020-07-15,Mixed Teff,Bahir Dar,36.84
2020-07-15,Refined sugar,Sodo,35.2
2020-07-15,Refined Vegetable Oil,"Addis Ababa, Merkato",85.0
2020-07-15,Diesel,Dessie,18.31
2020-07-15,Sheep (Local Quality),Beddenno,2380.0
2020-07-15,Sorghum (White),Shire,21.418
2020-07-15,Rice (Milled),Jinka,26.6
2020-07-15,Oxen (Local Quality),Sodo,16700.0
2020-07-15,"Casual Labor (unskilled, daily, without food)","Dire Dawa, Kezira",150.0
2020-07-15,Refined Vegetable Oil,Jinka,100.0
2020-07-15,Oxen (Local Quality),Yabelo,14200.0
2020-07-15,Refined Vegetable Oil,Nekemte,100.0
2020-07-15,Rice (Milled),Beddenno,28.8
2020-07-15,Sorghum (Red),Beddenno,17.6
2020-07-15,Sorghum (Red),Jinka,8.0
2020-07-15,Sorghum (White),Jinka,20.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Warder,130.0
2020-07-15,Oxen (Local Quality),Nekemte,11660.0
2020-07-15,Horse beans,Jinka,20.0
2020-07-15,Firewood,Jinka,2.88
2020-07-15,Horse beans,"Nazareth, Adama",35.0
2020-07-15,Oxen (Local Quality),Beddenno,12600.0
2020-07-15,Maize Grain (White),"Dire Dawa, Kezira",15.33333333
2020-07-15,Diesel,Jinka,19.49
2020-07-15,Camels (Local Quality),Chereti,22000.0
2020-07-15,Firewood,Sekota,10.0
2020-07-15,Horse beans,Sodo,34.4
2020-07-15,"Casual Labor (unskilled, daily, without food)",Sikela,100.0
2020-07-15,Diesel,"Nazareth, Adama",18.63
2020-07-15,Beans (Haricot),Warder,82.2
2020-07-15,Wheat Flour,Degehabour,24.8
2020-07-15,Maize Grain (White),Bahir Dar,12.466
2020-07-15,Sheep (Local Quality),Sekota,1680.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Jinka,90.0
2020-07-15,Rice (Milled),Sodo,30.4
2020-07-15,Mixed Teff,Nekemte,34.6
2020-07-15,Maize Grain (White),"Nazareth, Adama",13.5
2020-07-15,Diesel,Sikela,20.0
2020-07-15,Beans (Haricot),"Dire Dawa, Kezira",25.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Mekele,250.0
2020-07-15,Goats (Local Quality),Yabelo,3240.0
2020-07-15,Beans (Haricot),Sikela,28.6
2020-07-15,Goats (Local Quality),"Nazareth, Adama",1630.0
2020-07-15,Camels (Local Quality),"Dire Dawa, Kezira",17000.0
2020-07-15,Beans (Haricot),Yabelo,25.01
2020-07-15,Goats (Local Quality),"Dire Dawa, Kezira",2680.0
2020-07-15,Sorghum (Red),Shire,21.208
2020-07-15,Beans (Haricot),Dessie,20.2
2020-07-15,Wheat Grain,Shire,25.69
2020-07-15,Maize Grain (White),Sodo,11.1
2020-07-15,Beans (Haricot),Chereti,35.0
2020-07-15,Goats (Local Quality),Jinka,2350.0
2020-07-15,Wheat Grain,Jinka,24.12
2020-07-15,Sorghum (Red),Sekota,14.5
2020-07-15,Diesel,Shire,18.87
2020-07-15,Refined Vegetable Oil,Beddenno,82.4
2020-07-15,Horse beans,"Dire Dawa, Kezira",40.0
2020-07-15,Beans (Haricot),Beddenno,27.0
2020-07-15,Refined sugar,Beddenno,33.0
2020-07-15,Goats (Local Quality),"Addis Ababa, Merkato",3200.0
2020-07-15,Wheat Grain,Degehabour,19.6
2020-07-15,Gasoline,Dessie,21.09
2020-07-15,Maize Grain (White),"Addis Ababa, Merkato",15.0
2020-07-15,Maize Grain (White),Gambella,10.8
2020-07-15,Mixed Teff,"Nazareth, Adama",38.6
2020-07-15,Gasoline,Warder,43.0
2020-07-15,Refined sugar,Mekele,49.0
2020-07-15,Sorghum (Red),"Nazareth, Adama",15.2
2020-07-15,Oxen (Local Quality),Sekota,12800.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Gambella,100.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Gode,200.0
2020-07-15,Refined Vegetable Oil,Mekele,99.0
2020-07-15,Maize Grain (White),Degehabour,16.0
2020-07-15,Refined Vegetable Oil,Sikela,102.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Sodo,150.0
2020-07-15,Sorghum (White),Chereti,35.0
2020-07-15,Diesel,Beddenno,30.2
2020-07-15,Maize Grain (White),Shire,14.4
2020-07-15,Camels (Local Quality),Gode,16600.0
2020-07-15,Goats (Local Quality),Sekota,1630.0
2020-07-15,Sheep (Local Quality),Warder,1676.0
2020-07-15,Diesel,Gambella,33.4
2020-07-15,Rice (Milled),Sikela,32.0
2020-07-15,Rice (Milled),"Addis Ababa, Merkato",30.0
2020-07-15,Goats (Local Quality),Bahir Dar,3360.0
2020-07-15,Refined Vegetable Oil,Yabelo,70.0
2020-07-15,Beans (Haricot),Gode,63.0
2020-07-15,Wheat Flour,Chereti,40.0
2020-07-15,Firewood,Nekemte,2.92
2020-07-15,Sheep (Local Quality),Mekele,3280.0
2020-07-15,Wheat Grain,Yabelo,18.69
2020-07-15,Sorghum (White),"Nazareth, Adama",20.0
2020-07-15,Diesel,Gode,22.0
2020-07-15,Wheat Flour,Bahir Dar,29.2
2020-07-15,Oxen (Local Quality),"Addis Ababa, Merkato",14270.0
2020-07-15,Sorghum (Red),Dessie,18.3
2020-07-15,Rice (Milled),Chereti,35.0
2020-07-15,Gasoline,Gode,29.2
2020-07-15,Sheep (Local Quality),"Nazareth, Adama",1620.0
2020-07-15,Mixed Teff,Shire,38.052
2020-07-15,Mixed Teff,Sikela,45.0
2020-07-15,Refined sugar,Sikela,50.0
2020-07-15,Wheat Flour,"Addis Ababa, Merkato",26.66666667
2020-07-15,Wheat Grain,"Dire Dawa, Kezira",24.8
2020-07-15,Sorghum (Red),Nekemte,11.0
2020-07-15,Refined Vegetable Oil,Degehabour,57.0
2020-07-15,Mixed Teff,Mekele,38.66666667
2020-07-15,Sheep (Local Quality),Chereti,1200.0
2020-07-15,Refined sugar,Degehabour,30.8
2020-07-15,Mixed Teff,Sekota,40.0
2020-07-15,Diesel,Bahir Dar,18.76
2020-07-15,Diesel,Sodo,19.4
2020-07-15,Rice (Milled),Yabelo,30.0
2020-07-15,Oxen (Local Quality),Bahir Dar,18000.0
2020-07-15,Diesel,"Addis Ababa, Merkato",18.75
2020-07-15,Goats (Local Quality),Dessie,2960.0
2020-07-15,Firewood,Gode,5.0
2020-07-15,Beans (Haricot),Gambella,30.0
2020-07-15,Sorghum (Red),Chereti,30.0
2020-07-15,Sorghum (Red),Warder,41.0
2020-07-15,Maize Grain (White),Dessie,13.2
2020-07-15,Oxen (Local Quality),Mekele,17200.0
2020-07-15,Beans (Haricot),Shire,25.32
2020-07-15,Gasoline,Nekemte,21.91
2020-07-15,Goats (Local Quality),Shire,2920.0
2020-07-15,Wheat Grain,Gambella,15.4
2020-07-15,Goats (Local Quality),Warder,1898.0
2020-07-15,Goats (Local Quality),Degehabour,1650.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Degehabour,210.0
2020-07-15,Sorghum (White),Nekemte,13.0
2020-07-15,Oxen (Local Quality),Gambella,4700.0
2020-07-15,Goats (Local Quality),Gambella,1340.0
2020-07-15,Horse beans,Sekota,30.0
2020-07-15,Rice (Milled),Dessie,24.2
2020-07-15,Mixed Teff,Warder,100.0
2020-07-15,Rice (Milled),Warder,31.0
2020-07-15,Gasoline,Degehabour,25.2
2020-07-15,Sorghum (White),Sikela,20.0
2020-07-15,Horse beans,Shire,37.6
2020-07-15,Wheat Grain,Sikela,34.2
2020-07-15,Mixed Teff,Yabelo,37.11
2020-07-15,Refined sugar,Gambella,50.0
2020-07-15,"Casual Labor (unskilled, daily, without food)",Nekemte,100.0
2020-07-15,Horse beans,Gambella,45.0
